row_id,narrative_snippet,distilbert_ACTOR_ans,distilbert_ACTOR_conf,distilbert_SYSTEM_ans,distilbert_SYSTEM_conf,distilbert_PHASE_ans,distilbert_PHASE_conf,distilbert_TRIGGER_ans,distilbert_TRIGGER_conf,distilbert_OUTCOME_ans,distilbert_OUTCOME_conf,roberta_ACTOR_ans,roberta_ACTOR_conf,roberta_SYSTEM_ans,roberta_SYSTEM_conf,roberta_PHASE_ans,roberta_PHASE_conf,roberta_TRIGGER_ans,roberta_TRIGGER_conf,roberta_OUTCOME_ans,roberta_OUTCOME_conf,aerobert_ACTOR_ans,aerobert_ACTOR_conf,aerobert_SYSTEM_ans,aerobert_SYSTEM_conf,aerobert_PHASE_ans,aerobert_PHASE_conf,aerobert_TRIGGER_ans,aerobert_TRIGGER_conf,aerobert_OUTCOME_ans,aerobert_OUTCOME_conf,agreement_roberta_distilbert_f1,agreement_roberta_aerobert_f1
10,Air carrier Captain reported receiving a low altit,Air carrier Captain,0.8708125352859497,Flight crew leveled off,0.27363455295562744,Flight crew leveled off then continued approach,0.1842932105064392,Flight crew leveled off then continued approach,0.11629149317741394,continued approach,0.6849141716957092,ATC during approach.,2.1038943032181123e-06,ATC,4.20885335188359e-05,approach,0.1533978395164013,low altitude alert,0.16000109910964966,Flight crew leveled off then continued approach,0.35770341753959656,low altitude alert from ATC during approach,0.003076923778280616,low altitude alert from ATC during approach,0.003075790824368596,low altitude alert from ATC during approach,0.0031644718255847692,low altitude alert from ATC during approach,0.003051399951800704,low altitude alert from ATC during approach,0.0031795785762369633,0.1388888888888889,0.3685714285714286
11,Air carrier Captain reported an aggressive soundin,Air carrier Captain,0.9051701426506042,rejected takeoff,0.17343764007091522,takeoff roll,0.9338219165802002,an unnecessary rejected takeoff,0.22001968324184418,rejected takeoff,0.26325055956840515,ATC,3.43946060752387e-05,ATC,0.006054561505152378,takeoff roll,0.664580225944519,an aggressive sounding call,0.110297791659832,rejected takeoff,0.19431866705417633,aggressive sounding call from ATC during the,0.0026954151690006256,aggressive sounding call from ATC during the takeoff roll,0.002583119785413146,aggressive sounding call from ATC during the takeoff roll,0.002689958782866597,aggressive sounding call from ATC during the,0.0026786145754158497,ATC during the takeoff roll; nearly causing an unnecessary rejected,0.002705564722418785,0.4,0.39492063492063495
12,SCT Controller reported SNA Tower has closed four ,Reporter,0.3165382444858551,evacuation,0.0831570103764534,evacuation,0.6282747387886047,evacuation,0.9413359761238098,evacuation,0.5897406935691833,SCT Controller reported SNA Tower has closed four times due to evacuation.,4.310047643230064e-07,airspace,0.008921033702790737,airspace,0.00021428009495139122,evacuation,0.15335051715373993,SNA Tower has closed four times due to evacuation,0.08329392224550247,over,0.001643649535253644,over,0.0016798105789348483,over,0.001721689710393548,over,0.0016775941476225853,over,0.001730109448544681,0.24,0.0
13,Air carrier Dispatcher reported a flight in intern,ATC,0.21832445450127125,unable to communicate with ATC,0.03021792322397232,international airspace,0.6365824937820435,a flight,0.08291652053594589,the flight resumed contact with ATC.,0.3735125660896301,ATC,0.08815064572263509,ATC,0.004922771826386452,international airspace,0.674496054649353,flight in international airspace was unable to communicate with ATC on the published frequencies,0.08395363390445709,the flight resumed contact with ATC,0.3582645654678345,alternate frequencies and the flight resumed contact with,0.0011564537417143583,. The Dispatcher,0.0011442858958616853,alternate frequencies and the flight resumed contact with,0.0011892275651916862,alternate frequencies and the flight resumed contact with,0.0011585329193621874,alternate frequencies and the flight resumed contact with,0.0011631043162196875,0.6952380952380952,0.1933333333333333
14,Air carrier flight crew departing FWA reported an ,Air carrier flight crew,0.7402123808860779,ADS-B,0.35661187767982483,NMAC,0.2084657996892929,an NMAC with a light aircraft,0.12590298056602478,an NMAC,0.15158711373806,ADS-B.,1.4832397710051737e-07,ADS-B,0.5721317529678345,light,0.17042626440525055,a light aircraft that apparently was not equipped with ADS-B,0.11841358244419098,Air carrier flight crew departing FWA,0.0029576621018350124,light aircraft that apparently was not,0.002685351064428687,light aircraft that apparently was,0.0027239026967436075,light aircraft that apparently was,0.002677476964890957,light aircraft that apparently was,0.0027464893646538258,light aircraft that apparently was,0.002689708024263382,0.2923076923076923,0.20952380952380953
15,Air carrier flight crew reported First Officer des,First Officer,0.9357230067253113,low altitude alert from ATC,0.1736006885766983,approach,0.7626963257789612,low altitude alert,0.46695423126220703,low altitude alert,0.5648852586746216,ATC.,2.8306344290740526e-07,First Officer descended below assigned altitude,3.180218118359335e-05,approach,0.6425185203552246,First Officer descended below assigned altitude,0.1743924617767334,low altitude alert,0.27113059163093567,altitude on approach,0.002748862374573946,altitude on approach,0.002538827480748296,altitude on approach,0.0026220367290079594,altitude on approach,0.0027136888820677996,altitude on approach,0.0026803568471223116,0.4808080808080808,0.25555555555555554
16,Flight Instructor on final approach reported a NMA,Flight Instructor,0.948882860262529,NMAC,0.40404629707336426,final approach,0.4236142337322235,a NMAC with an aircraft on base leg for the same runway,0.16738559305667877,a NMAC with an aircraft on base leg for the same runway,0.13826493918895721,aircraft on base leg for the same runway.,1.5796858576777595e-07,NMAC,5.020399112254381e-05,final approach,0.7052327990531921,an aircraft on base leg for the same runway,0.11222699284553528,a NMAC with an aircraft on base leg for the same runway,0.16499143838882446,final approach reported a NMAC with,0.0037004288751631975,final approach reported a NMAC with,0.003596115857362747,final approach reported a NMAC with,0.003750826232135296,final approach reported a NMAC with,0.003801255254074931,final approach reported a NMAC with,0.0037212788593024015,0.775,0.23809523809523814
17,Air carrier flight crew reported receiving a low a,Air carrier flight crew,0.852601170539856,Air carrier flight crew reported receiving a low altitude alert,0.08433953672647476,final approach,0.7279902100563049,low altitude alert,0.4647449851036072,final approach,0.7352069616317749,LAX Tower,4.2861171323238523e-07,Air carrier,0.00026822005747817457,final approach,0.5743565559387207,low altitude alert,0.28363877534866333,final approach,0.22634875774383545,final approach,0.002193303080275655,final approach; even though they felt they were at a,0.002251516794785857,final approach; even though they felt they were at a,0.002329973503947258,final approach; even though they felt they were at a,0.0022477146703749895,final approach; even though they felt they were at a,0.0023280582390725613,0.6727272727272726,0.14545454545454545
18,Air carrier pilot reported an airborne conflict wi,Air carrier pilot,0.6076546311378479,UAS,0.2674541175365448,airborne,0.5314866900444031,airborne conflict,0.2426079660654068,an airborne conflict,0.25966688990592957,UAS during initial climb.,1.491561192779045e-06,UAS,0.07559198098897468,initial climb,0.6534689664840698,airborne conflict with a UAS,0.21262601017951965,initial climb,0.010820865631103516,UAS,0.019837424624711275,UAS,0.019231931306421757,UAS,0.01938501512631774,UAS,0.020131254103034735,UAS,0.02098469203338027,0.3333333333333333,0.36
19,Air carrier Captain reported the First Officer saw,Air carrier Captain reported the First Officer,0.2745358645915985,UAS,0.6817418152932078,final approach,0.8832600712776184,No evasive action was taken and the flight continued without incident,0.41301876306533813,final approach,0.1456204056739807,a UAS,0.01112834271043539,UAS,0.03826852151541971,final approach,0.3471841514110565,No evasive action was taken and the flight continued without incident,0.08028781414031982,the flight continued without incident,0.2684389054775238,UAS,0.00393465650267899,UAS,0.0037071070400997996,UAS,0.003762315376661718,UAS,0.003956946427933872,UAS,0.00404619553592056,0.6,0.4
20,C172 and PA28-181 flight instructors reported the ,C172 and PA28-181 flight instructors,0.41956254839897156,PA28,0.2834961488842964,takeoff run,0.6283861994743347,an NMAC requiring evasive action,0.24433481693267822,an NMAC requiring evasive action,0.2746140956878662,NMAC requiring evasive action.,1.4284088933891326e-07,C172,0.05211508646607399,takeoff,0.2606167793273926,the C172 started takeoff run,0.09509901702404022,an NMAC requiring evasive action,0.42622634768486023,PA28-181 flight instructors reported the C172 started takeoff run,0.002326345886103809,PA28-181 flight instructors reported the C172 started takeoff run,0.00230073812417686,PA28-181 flight instructors reported the C172 started takeoff run,0.002373900031670928,PA28-181 flight instructors reported the C172 started takeoff run,0.002312674419954419,PA28-181 flight instructors reported the C172 started takeoff run,0.0022963538067415357,0.3333333333333333,0.22222222222222224
21,A TRACON Controller reported an aircraft on approa,A TRACON Controller,0.2894584536552429,crossing restriction,0.41167014837265015,Minimum Vectoring Altitude,0.25073865056037903,overshot a crossing restriction,0.1769484430551529,Minimum Vectoring Altitude,0.43572819232940674,aircraft,1.154054916696623e-05,aircraft,0.0020347286481410265,approach,0.5622654557228088,an aircraft on approach overshot a crossing restriction,0.23218262195587158,descended below the Minimum Vectoring Altitude,0.43425846099853516,overshot a crossing restriction and descended below the,0.004954783245921135,overshot a crossing restriction and descended below the,0.004776157671585679,overshot a crossing restriction and descended below the,0.004885252332314849,overshot a crossing restriction and descended below the,0.004966559587046504,overshot a crossing restriction and descended below the,0.004888057708740234,0.2833333333333333,0.1727272727272727
22,Air carrier flight crew reported an ATC loss of se,Air carrier flight crew,0.5021294951438904,ATC,0.5692450404167175,visual,0.4407128691673279,an ATC loss of separation,0.39337509870529175,the flight returned to land,0.23718954622745514,.,4.5728216946372413e-07,ATC,0.15346869733184576,visual approach,0.32548463344573975,ATC loss of separation,0.14217384159564972,returned to land,0.279224157333374,of,0.0020387121476233006,of,0.002062710002064705,of,0.0020550950430333614,of,0.0020506582222878933,of,0.0019567045383155346,0.7047619047619047,0.08
23,Part 107 UAS pilot reported possibly flying in a T,Part 107 UAS pilot,0.43524405360221863,TFR,0.5721371229737997,TFR,0.7008581967675127,possibly flying in a TFR without authorization,0.3526051640510559,possibly flying in a TFR without authorization,0.21043018996715546,TFR without authorization.,7.695239645499896e-08,TFR,0.0015743962039778125,TFR,0.868257778842235,without authorization,0.10491999238729477,flying in a TFR without authorization,0.00041662834701128304,UAS pilot reported possibly flying in a TFR,0.013645782601088285,UAS pilot reported possibly flying in a TFR,0.01357669522985816,UAS pilot reported possibly flying in a TFR,0.013385877013206482,UAS pilot reported possibly flying in a TFR,0.013946216087788343,UAS pilot reported possibly flying in a TFR,0.012918510008603334,0.6818181818181819,0.24
24,Flight Instructor and student departing a non-towe,Flight Instructor,0.32759636640548706,rejected their takeoff,0.40736517310142517,Flight Instructor,0.08844777941703796,they rejected their takeoff,0.136175274848938,rejected their takeoff,0.18801066279411316,aircraft departing opposite direction.,1.2999780096834002e-07,non-towered,0.02555510862293886,takeoff,0.32269635796546936,an aircraft departing opposite direction,0.08699497580528259,departing opposite direction,0.0195435993373394,evasive action to avoid an aircraft,0.003712048172019422,evasive action to avoid an aircraft,0.0036114685935899615,evasive action to avoid an aircraft,0.0037196583580225706,evasive action to avoid an aircraft,0.003830141737125814,evasive action to avoid an aircraft,0.00376221991609782,0.0,0.08888888888888889
25,Flight Instructor conducting a practice approach t,Flight Instructor,0.9862090307105973,a helicopter,0.46363526582717896,practice approach,0.23567025363445282,a NMAC,0.20023280382156372,NMAC,0.0748371109366417,helicopter,0.05665036663413048,helicopter,0.33301040530204773,non-towered,0.0761590525507927,a helicopter,0.16686074435710907,overtook them,0.11174706369638443,was not communicating on,0.0017842287197709084,was not communicating on,0.0018834914080798626,was not communicating on,0.0017915635835379362,was not communicating on,0.001808558008633554,was not communicating on,0.0018997974693775177,0.2,0.0
26,Flight instructor reported while on short final to,Flight instructor,0.9807647466659546,aircraft,0.023125486448407173,final,0.7026075124740601,a near mid air collision,0.3650856912136078,final approach,0.07890093326568604,.,4.040196586174716e-07,aircraft,0.0004609143652487546,short final,0.177338108420372,near mid air collision,0.1359100043773651,going around,0.6124035716056824,was also on final approach,0.000995288835838437,that was also on final approach,0.001053497544489801,that was also on final approach,0.0010218847310170531,that was also on final approach,0.0010437911842018366,that was also on final approach on the same runway. The,0.001034314394928515,0.5333333333333333,0.05
27,Part 107 UAS observer reported a UAS was flown in ,UAS,0.3156910091638565,UAS,0.3471468687057495,controlled airspace,0.7172971367835999,a UAS was flown in controlled airspace without authorization,0.4005431830883026,a UAS was flown in controlled airspace without authorization,0.30388572812080383,UAS observer reported a UAS was flown in controlled airspace without authorization,1.1952661225222982e-06,UAS,0.005624908022582531,controlled airspace,0.5660698413848877,a UAS was flown in controlled airspace without authorization,0.12964163720607758,a UAS was flown in controlled airspace without authorization,0.0005851070745848119,UAS,0.010634767822921276,UAS was,0.00559950852766633,UAS was,0.005937508773058653,UAS,0.010615454521030188,UAS,0.010499927680939436,0.8333333333333334,0.25555555555555554
28,Pilot reported during approach they overshot the a,The Tower Controller,0.6137741208076477,CFTT,0.340372318867594,approach,0.6793354153633118,CFTT event,0.40153226256370544,a CFTT event,0.17189133167266846,CFTT event,3.994083817815408e-05,lost situational awareness,0.10926154255867004,approach,0.8001751899719238,CFTT event,0.469195157289505,CFTT event,0.3355250358581543,overshot the,0.0029470919398590922,overshot the approach,0.0028892060508951545,overshot the approach,0.0029904351104050875,overshot the,0.0029832348227500916,overshot the approach,0.00299630977679044,0.6,0.13333333333333333
29,Flight Attendant reported aircraft made a hard lan,Flight Attendant,0.9571654787287116,maintenance,0.7658871412277222,hard landing,0.727483868598938,injury and maintenance inspection,0.4639374911785126,injury and maintenance inspection,0.6679539680480957,.,3.1671237366026617e-07,maintenance,0.017321359366178513,hard landing,0.5596969723701477,aircraft made a hard landing,0.38003259897232056,injury and maintenance inspection,0.7526156306266785,Attendant reported aircraft made a,0.005675195716321468,Attendant reported aircraft made a,0.005848035216331482,Attendant reported aircraft made a,0.0060013593174517155,Attendant reported aircraft made a,0.005833897739648819,Attendant reported aircraft made a,0.005969142075628042,0.6,0.1
30,Part 107 UAS pilot reported flying in controlled a,UAS pilot,0.4044725017156452,controlled airspace without authorization,0.15277214348316193,controlled airspace,0.8257809281349182,flying in controlled airspace without authorization,0.5101299285888672,flying in controlled airspace without authorization,0.17552781105041504,authorization.,5.106174967295374e-07,Part 107,2.6121055270778015e-05,controlled airspace,0.34660613536834717,without authorization,0.07758863270282745,Part 107 UAS pilot reported flying in controlled airspace without authorization,7.096728950273246e-05,UAS pilot reported flying in controlled airspace without authorization,0.01586234476417303,UAS pilot reported flying in controlled airspace without authorization,0.016053130384534597,UAS pilot reported flying in controlled airspace without authorization,0.01616789447143674,UAS,0.02290334040299058,UAS,0.022188656497746706,0.44117647058823534,0.14606060606060606
31,Recreational / Hobbyist UAS pilot reported flying ,UAS pilot,0.3504111170768738,without authorization,0.14140112698078156,flying in a restricted area without authorization,0.17758280038833618,reported flying in a restricted area without authorization,0.2755935490131378,reported flying in a restricted area without authorization,0.14231298863887787,Hobbyist UAS pilot reported flying in a restricted area without authorization.,5.172246801521396e-06,UAS,0.0006388673975834536,restricted area without authorization,0.01756553165614605,flying in a restricted area without authorization,0.11904648691415787,UAS pilot reported flying in a restricted area without authorization,0.00022595314658246934,Hobbyist,0.010769244283437729,Hobbyist,0.010696006938815117,Hobbyist,0.011030384339392185,Hobbyist,0.015368627849966288,Hobbyist,0.015718289650976658,0.5862820512820512,0.03636363636363636
32,Air carrier First Officer reported an NMAC as aler,The Captain,0.9171616435050964,a helicopter,0.39555624127388,NMAC,0.0940074473619461,an NMAC,0.14147208631038666,continue the approach,0.358704537153244,Captain,0.0068945805542171,NMAC,0.008585745468735695,go-around,0.18526360392570496,conflicting traffic,0.1157231554389,The Captain; who was the pilot flying; decided to continue the approach,0.11044667661190033,go,0.0006653247983194888,conflicting traffic if they executed a go,0.000681104080285877,conflicting traffic if they executed a go,0.0006627369439229369,go,0.0006655902252532542,on approach,0.0006737727089785039,0.2727272727272727,0.03636363636363636
33,Pilot reported an NMAC in cruise with an aircraft ,Pilot,0.5853503122925758,NMAC,0.7677333013853058,cruise,0.9905108213424683,an NMAC,0.14231032133102417,Pilot took evasive action to avoid the other aircraft,0.11525703221559525,aircraft,0.0002693762071430683,NMAC,0.0022085265372879803,cruise,0.5914934277534485,an aircraft that was making 360 degree turns in their vicinity,0.19208426773548126,an NMAC in cruise,0.06383778899908066,that was,0.0016895676963031292,that was,0.001816264702938497,that was,0.0017796201864257455,that was,0.0017746565863490105,that was,0.0018833493813872337,0.4,0.06666666666666668
34,Air carrier Captain reported an NMAC with a UAS wh,Air carrier Captain,0.9231938719749451,UAS,0.4179140031337738,final approach,0.8086597919464111,No evasive action was taken and the flight continued without further incident,0.31542664766311646,No evasive action was taken and the flight continued without further incident,0.21440351009368896,a UAS,0.0008098698453977704,UAS,0.12338395818369463,final approach,0.7940980195999146,No evasive action was taken,0.07354352623224258,the flight continued without further incident,0.2794337570667267,UAS,0.006145821651443839,UAS,0.004177742172032595,UAS,0.00426440080627799,UAS,0.0043696153443306684,UAS,0.004535004263743758,0.65,0.4
35,Air carrier pilot reported GPS interference and th,Air carrier pilot,0.7949415445327759,GPS interference and then recovery between IMB and KU75M,0.26748570799827576,recovery between IMB and KU75M,0.27882009744644165,GPS interference,0.9054100513458252,recovery,0.6626203060150146,KU75M.,1.5884572590607604e-07,GPS,0.5170065760612488,recovery,0.6160192489624023,GPS interference,0.5635250806808472,recovery,0.795582115650177,KU75M,0.007837675279006362,GPS interference,0.004333307035267353,KU75M,0.00802629697136581,GPS interference and then recovery between,0.004311678931117058,GPS interference,0.004277490079402924,0.5066666666666666,0.4333333333333333
36,General aviation pilot reported experiencing a NMA,General aviation pilot,0.9199090003967285,NMAC,0.7613021703436971,traffic pattern,0.5799696445465088,a NMAC,0.44143787026405334,avoid a conflict,0.06802655011415482,other aircraft,7.965355325723067e-05,NMAC,0.0009194065733026946,traffic pattern,0.2299327552318573,NMAC in the traffic pattern,0.19099324941635132,The other aircraft took evasive action,0.0358654223382473,evasive action to avoid a,0.004380859201774001,General aviation,0.0027852989733219147,evasive action to avoid a,0.004391005262732506,evasive action to avoid a,0.004403889179229736,evasive action to avoid a,0.004509895574301481,0.48,0.08888888888888889
37,ZLA Center Controller reported a ground stop at LA,ZLA Center Controller,0.8346337676048279,understaffing,0.23666087118908763,ground stop,0.5285820364952087,high workload,0.40543147921562195,unmanageable and unworkable,0.42120227217674255,ZLA Center Controller reported a ground stop at LAS Airport,1.8562489856321918e-07,ground stop at LAS Airport,0.0002698920725379139,ground,3.7463174521690235e-05,understaffing,0.19315098226070404,a ground stop at LAS Airport,0.03326382488012314,unmanageable,0.004300587985198945,unmanageable,0.004173839988652617,unmanageable and unworkable,0.0037605180987156928,unmanageable,0.004289978824090213,unmanageable,0.004222717194352299,0.2333333333333333,0.0
38,Light aircraft reported that after takeoff from TC,Light aircraft,0.32859358191490173,broke off their landing attempt,0.5440847873687744,takeoff from TCY he became aware another aircraft broke off their landing attempt,0.2535299062728882,broke off their landing attempt because of the conflict with his departure,0.16489441692829132,broke off their landing attempt,0.3764885365962982,Light,1.1907605767191853e-05,another aircraft,0.0004941588849760592,landing,0.17771121859550476,conflict with his departure,0.29033970832824707,another aircraft broke off their landing attempt,0.05467476323246956,their landing attempt,0.002212518360465765,their landing attempt,0.002259661443531513,their landing attempt because of,0.0023266973439604044,their landing attempt because of,0.002207834040746093,their landing attempt,0.0023212158121168613,0.4352380952380953,0.18666666666666668
39,A TRACON Controller reported they misread the flig,departing aircraft,0.07921507954597473,flight strip,0.32515034079551697,below the minimum vectoring altitude,0.4919203519821167,the aircraft flying below the minimum vectoring altitude,0.20125269889831543,the aircraft flying below the minimum vectoring altitude,0.30173447728157043,aircraft resulting in the aircraft flying below the minimum vectoring altitude.,5.519257229025243e-08,misread the flight strip of a departing aircraft,0.011489168740808964,below the minimum vectoring altitude,0.10265602171421051,misread the flight strip of a departing aircraft,0.16846223175525665,flying below the minimum vectoring altitude,0.3704560399055481,misread the flight strip of,0.0037258538650348783,misread the flight strip of,0.0037830903893336654,misread the flight strip of,0.0019973847083747387,misread the flight strip of,0.003760645864531398,misread the flight strip of,0.0039580874145030975,0.5515151515151515,0.32
40,Air carrier flight crew reported receiving a low a,Air carrier flight crew,0.6752076148986816,SFO Tower,0.11880700290203094,descent,0.9432013034820557,low altitude alert,0.08081424981355667,high rate of descent,0.3130149245262146,SFO Tower,7.191255235738936e-07,TCAS RA,0.00975005328655243,descent,0.3211665451526642,high rate of descent,0.048174694180488586,high rate of descent,0.07741529494524002,low altitude alert from SFO Tower while responding to,0.000954233983065933,low altitude alert from SFO Tower while responding to,0.0009212802397087216,low altitude alert from SFO Tower while responding to,0.0009518289589323103,low altitude alert from SFO Tower while responding to,0.0009579990874044597,low altitude alert from SFO Tower while responding to,0.0009640147909522057,0.4,0.07272727272727272
